"iter","auRC.RForest","auRC.NPDR","auRC.Relief"
1,0.637619047619048,0.734761904761905,0.604761904761905
2,0.626190476190476,0.81047619047619,0.642857142857143
3,0.55952380952381,0.787619047619048,0.600952380952381
4,0.598571428571429,0.793809523809524,0.623333333333333
5,0.597142857142857,0.795714285714286,0.575714285714286
6,0.582380952380952,0.789047619047619,0.62047619047619
7,0.577619047619048,0.730952380952381,0.567142857142857
8,0.598571428571429,0.755238095238095,0.631428571428571
9,0.562380952380952,0.723333333333333,0.597619047619048
10,0.600952380952381,0.764285714285714,0.571904761904762
11,0.585238095238095,0.789047619047619,0.608095238095238
12,0.572380952380952,0.806190476190476,0.614285714285714
13,0.60047619047619,0.759523809523809,0.619047619047619
14,0.534761904761905,0.689047619047619,0.538571428571429
15,0.546190476190476,0.756190476190476,0.608571428571429
16,0.602857142857143,0.819047619047619,0.588095238095238
17,0.610476190476191,0.740952380952381,0.624761904761905
18,0.573809523809524,0.780952380952381,0.607142857142857
19,0.604285714285714,0.779047619047619,0.605714285714286
20,0.604285714285714,0.81047619047619,0.642380952380952
21,0.620952380952381,0.766666666666667,0.633809523809524
22,0.593333333333333,0.794761904761905,0.591904761904762
23,0.613333333333333,0.804761904761905,0.613333333333333
24,0.631428571428571,0.754761904761905,0.606190476190476
25,0.60952380952381,0.831428571428572,0.612857142857143
26,0.58047619047619,0.743809523809524,0.601428571428571
27,0.562380952380952,0.737142857142857,0.567619047619048
28,0.550952380952381,0.784285714285714,0.555714285714286
29,0.586190476190476,0.782857142857143,0.618571428571429
30,0.618571428571429,0.836190476190476,0.640952380952381
